QSO                        RA        DEC       zem         Ref                 INSTR  SPEC_FILE
           HS0624+6907   97.51108   69.08437  0.37000     1994AJ....107..461B  STIS  HS0624+690_E140M_E.fits
           HS0624+6907   97.51108   69.08437  0.37000     1994AJ....107..461B  STIS  HS0624+690_G230MB_E.fits
           HS0624+6907   97.51108   69.08437  0.37000     1994AJ....107..461B  STIS  HS0624+690_E140M_c.fits
           HS0624+6907   97.51108   69.08437  0.37000     1994AJ....107..461B  STIS  HS0624+690_G230MB_c.fits

           QJ0640-5031  100.23333  -50.52944  0.20400     1997MNRAS.285..111T  STIS  QJ0640-503_E140M_F.fits
           QJ0640-5031  100.23333  -50.52944  0.20400     1997MNRAS.285..111T  STIS  QJ0640-503_E140M_E.fits
           QJ0640-5031  100.23333  -50.52944  0.20400     1997MNRAS.285..111T  STIS  QJ0640-503_E140M_c.fits

           HS0747+4259  117.72763   42.87211  1.89705     2004SDSS2.C...0000:  STIS  HS0747+425_E230M_F.fits
           HS0747+4259  117.72763   42.87211  1.89705     2004SDSS2.C...0000:  STIS  HS0747+425_E230M_E.fits
           HS0747+4259  117.72763   42.87211  1.89705     2004SDSS2.C...0000:  STIS  HS0747+425_E230M_c.fits

           HS0810+2554  123.38050   25.75069  1.50999     2004SDSS3.C...0000:  STIS  HS0810+255_E230M_F.fits
           HS0810+2554  123.38050   25.75069  1.50999     2004SDSS3.C...0000:  STIS  HS0810+255_G230LB_F.fits
           HS0810+2554  123.38050   25.75069  1.50999     2004SDSS3.C...0000:  STIS  HS0810+255_E230M_E.fits
           HS0810+2554  123.38050   25.75069  1.50999     2004SDSS3.C...0000:  STIS  HS0810+255_G230LB_E.fits
           HS0810+2554  123.38050   25.75069  1.50999     2004SDSS3.C...0000:  STIS  HS0810+255_E230M_c.fits
           HS0810+2554  123.38050   25.75069  1.50999     2004SDSS3.C...0000:  STIS  HS0810+255_G230LB_c.fits

            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415lif2a.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415sic1b.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415sic2b.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415lif1a.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415lif2b.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415sic1a.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415sic2a.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415lif1b.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415lif2a_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415sic1b_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415sic2b_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415lif1a_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415lif2b_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415sic1a_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415sic2a_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  FUSE  PG0953+415lif1b_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  GHRS  PG0953+415_GHRS_G160M_F.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  GHRS  PG0953+415_GHRS_G160M_1373_F.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  GHRS  PG0953+415_GHRS_G160M_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  GHRS  PG0953+415_GHRS_G160M_1373_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_E140M_F.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_G230M_F.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_G230L_F.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_G140M_F.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_E140M_E.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_G230M_E.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_G230L_E.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_G140M_E.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_E140M_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_G230M_c.fits
            PG0953+415  149.21833   41.25611  0.23410     1996ApJS..104...37M  STIS  PG0953+415_G140M_c.fits

               MARK132  150.37400   54.91053  1.75671     2004SDSS3.C...0000:  STIS  MARK132_ST_E230M_F.fits
               MARK132  150.37400   54.91053  1.75671     2004SDSS3.C...0000:  STIS  MARK132_ST_E230M_E.fits
               MARK132  150.37400   54.91053  1.75671     2004SDSS3.C...0000:  STIS  MARK132_ST_E230M_c.fits

                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  FUSE  TON28lif1a.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  FUSE  TON28sic2b.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  FUSE  TON28sic1b.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  FUSE  TON28lif2a.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  FUSE  TON28lif1b.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  FUSE  TON28sic2a.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  FUSE  TON28sic1a.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  FUSE  TON28lif2b.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  GHRS  TON28_GHRS_G160M_1547_F.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  GHRS  TON28_GHRS_G160M_F.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  GHRS  TON28_GHRS_G160M_1547_c.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  GHRS  TON28_GHRS_G160M_c.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  STIS  TON28_STIS_G230M_F.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  STIS  TON28_STIS_E140M_F.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  STIS  TON28_STIS_G230M_E.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  STIS  TON28_STIS_E140M_E.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  STIS  TON28_STIS_G230M_c.fits
                 TON28  151.01096   28.92645  0.32970     1996ApJS..104...37M  STIS  TON28_STIS_E140M_c.fits

            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130sic1b.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130lif2a.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130lif1a.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130sic2b.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130sic1a.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130lif2b.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130lif1b.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130sic2a.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130sic1b_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130lif2a_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130lif1a_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130sic2b_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130sic1a_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130lif2b_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130lif1b_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  FUSE  PG1004+130sic2a_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  GHRS  PG1004+130_GHRS_G270M_F.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  GHRS  PG1004+130_GHRS_G270M_2778_F.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  GHRS  PG1004+130_GHRS_G140L_1272_F.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  GHRS  PG1004+130_GHRS_G140L_F.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  GHRS  PG1004+130_GHRS_G270M_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  GHRS  PG1004+130_GHRS_G270M_2778_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  GHRS  PG1004+130_GHRS_G140L_1272_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  GHRS  PG1004+130_GHRS_G140L_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  STIS  PG1004+130_G230L_F.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  STIS  PG1004+130_G140M_F.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  STIS  PG1004+130_G230L_E.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  STIS  PG1004+130_G140M_E.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  STIS  PG1004+130_G230L_c.fits
            PG1004+130  151.85875   12.81556  0.24000     2002ApJS..141...23E  STIS  PG1004+130_G140M_c.fits

                 TON34  154.98596   27.73369  1.92800     1989QSO...M...0000H  STIS  TON34_STIS_G430M_F.fits
                 TON34  154.98596   27.73369  1.92800     1989QSO...M...0000H  STIS  TON34_STIS_E230M_F.fits
                 TON34  154.98596   27.73369  1.92800     1989QSO...M...0000H  STIS  TON34_STIS_G430M_E.fits
                 TON34  154.98596   27.73369  1.92800     1989QSO...M...0000H  STIS  TON34_STIS_E230M_E.fits
                 TON34  154.98596   27.73369  1.92800     1989QSO...M...0000H  STIS  TON34_STIS_E230M_c.fits

            HE1029-140  157.97629  -14.28092  0.08600     2001AJ....121.2843B  STIS  HE1029-140_G140M_F.fits
            HE1029-140  157.97629  -14.28092  0.08600     2001AJ....121.2843B  STIS  HE1029-140_G140M_E.fits
            HE1029-140  157.97629  -14.28092  0.08600     2001AJ....121.2843B  STIS  HE1029-140_G140M_c.fits

               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1sic2b.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1lif1a.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1lif2a.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1sic1b.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1sic2a.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1lif1b.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1lif2b.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1sic1a.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1sic2b_c.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1lif1a_c.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1lif2a_c.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1sic1b_c.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1sic2a_c.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1lif1b_c.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1lif2b_c.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  FUSE  3C249.1sic1a_c.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  STIS  3C249.1_ST_G230MB_F.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  STIS  3C249.1_ST_E140M_F.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  STIS  3C249.1_ST_G230MB_E.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  STIS  3C249.1_ST_E140M_E.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  STIS  3C249.1_ST_G230MB_c.fits
               3C249.1  166.05738   76.98285  0.31150     1996ApJS..104...37M  STIS  3C249.1_ST_E140M_c.fits

          HE1104-1805A  166.63950  -18.35694  2.31900     1996A&AS..115..235R  STIS  HE1104-180_E230M_F.fits
          HE1104-1805A  166.63950  -18.35694  2.31900     1996A&AS..115..235R  STIS  HE1104-180_E230M_E.fits
          HE1104-1805A  166.63950  -18.35694  2.31900     1996A&AS..115..235R  STIS  HE1104-180_E230M_c.fits

               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  FUSE  NGC3516sic1a.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  FUSE  NGC3516lif2b.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  FUSE  NGC3516lif1b.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  FUSE  NGC3516sic2a.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  FUSE  NGC3516sic1b.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  FUSE  NGC3516lif2a.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  FUSE  NGC3516lif1a.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  FUSE  NGC3516sic2b.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  GHRS  NGC3516_GHRS_G160M_1561_F.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  GHRS  NGC3516_GHRS_G160M_1528_1597_F.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  GHRS  NGC3516_GHRS_G160M_1528_F.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  GHRS  NGC3516_GHRS_G160M_F.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  GHRS  NGC3516_GHRS_G160M_1561_c.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  GHRS  NGC3516_GHRS_G160M_1528_1597_c.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  GHRS  NGC3516_GHRS_G160M_1528_c.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  GHRS  NGC3516_GHRS_G160M_c.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_E230M_F.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_G430L_F.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_G750M_F.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_G140L_F.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_E140M_F.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_E230M_E.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_G430L_E.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_G750M_E.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_G140L_E.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_E140M_E.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_E230M_c.fits
               NGC3516  166.69750   72.56862  0.00884     1996AJ....111..696K  STIS  NGC3516_ST_E140M_c.fits

            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215lif1a.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215sic2b.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215sic1b.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215lif2a.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215lif1b.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215sic2a.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215sic1a.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215lif2b.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215lif1a_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215sic2b_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215sic1b_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215lif2a_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215lif1b_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215sic2a_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215sic1a_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  FUSE  PG1116+215lif2b_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  GHRS  PG1116+215_GHRS_G140L_1215_F.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  GHRS  PG1116+215_GHRS_G140L_F.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  GHRS  PG1116+215_GHRS_G140L_1215_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  GHRS  PG1116+215_GHRS_G140L_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_E140M_F.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_G140M.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_G140M1222_F.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_G140M1272_F.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_E230M_F.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_E140M_E.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_G140M1222_E.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_G140M1272_E.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_E230M_E.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_E140M_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_G140M1222_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_G140M1272_c.fits
            PG1116+215  169.78625   21.32173  0.17650     1996ApJS..104...37M  STIS  PG1116+215_E230M_c.fits

           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_G750L_F.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_G430M_F.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_G430L_F.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_E230M_F.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_E230Mlo_F.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_E230Mhi_F.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_G750L_E.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_G430M_E.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_G430L_E.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_E230M_E.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_E230Mlo_E.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_E230Mhi_E.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_E230M_c.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_E230Mlo_c.fits
           HE1122-1648  171.17846  -17.08831  2.40000     1996A&AS..115..235R  STIS  HE1122-164_E230Mhi_c.fits

           PKS1127-145  172.52937  -14.82417  1.18400     1986MNRAS.218..331W  STIS  PKS1127-14_E230M_F.fits
           PKS1127-145  172.52937  -14.82417  1.18400     1986MNRAS.218..331W  STIS  PKS1127-14_E230M_E.fits
           PKS1127-145  172.52937  -14.82417  1.18400     1986MNRAS.218..331W  STIS  PKS1127-14_E230M_c.fits

               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  FUSE  NGC3783sic2a.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  FUSE  NGC3783lif1b.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  FUSE  NGC3783lif2b.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  FUSE  NGC3783sic1a.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  FUSE  NGC3783sic2b.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  FUSE  NGC3783lif1a.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  FUSE  NGC3783lif2a.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  FUSE  NGC3783sic1b.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G270M_2333_F.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G270M_F.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G160M_1232_F.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G160M_1527_1597_F.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G160M_F.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G160M_1561_F.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G160M_1527_F.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G270M_2333_c.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G270M_c.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G160M_1232_c.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G160M_1527_1597_c.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G160M_c.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G160M_1561_c.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  GHRS  NGC3783_GHRS_G160M_1527_c.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  STIS  NGC3783_ST_E230M_F.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  STIS  NGC3783_ST_E230M_E.fits
               NGC3783  174.75708  -37.73862  0.00973     1998A&AS..130..333T  STIS  NGC3783_ST_E230M_c.fits

               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  FUSE  NGC4051lif2a.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  FUSE  NGC4051sic1b.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  FUSE  NGC4051sic2b.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  FUSE  NGC4051lif1a.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  FUSE  NGC4051lif2b.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  FUSE  NGC4051sic1a.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  FUSE  NGC4051sic2a.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  FUSE  NGC4051lif1b.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  STIS  NGC4051_ST_E140M_F.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  STIS  NGC4051_ST_G750M_F.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  STIS  NGC4051_ST_E140M_E.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  STIS  NGC4051_ST_G750M_E.fits
               NGC4051  180.79000   44.53135  0.00234     2001A&A...370..765V  STIS  NGC4051_ST_E140M_c.fits

