QSO                        RA        DEC       zem         Ref                 INSTR  SPEC_FILE
            PG1206+459  182.24167   45.67653  1.15500     2001AJ....121.2843B  STIS  PG1206+459_E230M_F.fits
            PG1206+459  182.24167   45.67653  1.15500     2001AJ....121.2843B  STIS  PG1206+459_E230M_E.fits
            PG1206+459  182.24167   45.67653  1.15500     2001AJ....121.2843B  STIS  PG1206+459_E230M_c.fits

               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151lif2a.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151sic1b.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151sic2b.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151lif1a.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151lif2b.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151sic1a.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151sic2a.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151lif1b.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151lif2a_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151sic1b_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151sic2b_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151lif1a_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151lif2b_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151sic1a_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151sic2a_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  FUSE  NGC4151lif1b_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160M_1530_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160M_1502_1566_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160Mhi_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160M_1582_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160M_1502_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160Mmd_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160Mlo_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G270M_2772_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G270M_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160M_1530_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160M_1502_1566_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160Mhi_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160M_1582_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160M_1502_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160Mmd_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G160Mlo_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G270M_2772_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  GHRS  NGC4151_GHRS_G270M_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G750M_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G430L_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_E230M_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G430M_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G750L_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_E140M_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G140L_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G230LB_F.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G750M_E.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G430L_E.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_E230M_E.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G430M_E.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G750L_E.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_E140M_E.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G140L_E.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G230LB_E.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_E230M_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_E140M_c.fits
               NGC4151  182.63550   39.40579  0.00332     1991RC3.9.C...0000d  STIS  NGC4151_ST_G230LB_c.fits

            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143lif2a.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143sic1b.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143sic2b.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143lif1a.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143lif2b.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143sic1a.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143sic2a.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143lif1b.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143lif2a_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143sic1b_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143sic2b_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143lif1a_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143lif2b_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143sic1a_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143sic2a_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  FUSE  PG1211+143lif1b_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  GHRS  PG1211+143_GHRS_G270M_F.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  GHRS  PG1211+143_GHRS_G270M_2788_F.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  GHRS  PG1211+143_GHRS_G140L_1273_F.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  GHRS  PG1211+143_GHRS_G140L_1191_F.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  GHRS  PG1211+143_GHRS_G140L_F.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  GHRS  PG1211+143_GHRS_G270M_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  GHRS  PG1211+143_GHRS_G270M_2788_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  GHRS  PG1211+143_GHRS_G140L_1273_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  GHRS  PG1211+143_GHRS_G140L_1191_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  GHRS  PG1211+143_GHRS_G140L_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  STIS  PG1211+143_E140M_F.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  STIS  PG1211+143_G140M1222_F.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  STIS  PG1211+143_G140M1272_F.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  STIS  PG1211+143_G140M.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  STIS  PG1211+143_E140M_E.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  STIS  PG1211+143_G140M1222_E.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  STIS  PG1211+143_G140M1272_E.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  STIS  PG1211+143_E140M_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  STIS  PG1211+143_G140M1222_c.fits
            PG1211+143  183.57358   14.05334  0.08090     1996ApJS..104...37M  STIS  PG1211+143_G140M1272_c.fits

            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069lif1a.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069sic2b.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069sic1b.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069lif2a.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069lif1b.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069sic2a.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069sic1a.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069lif2b.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069lif1a_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069sic2b_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069sic1b_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069lif2a_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069lif1b_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069sic2a_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069sic1a_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  FUSE  PG1216+069lif2b_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  GHRS  PG1216+069_GHRS_G140L_1273_F.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  GHRS  PG1216+069_GHRS_G140L_F.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  GHRS  PG1216+069_GHRS_G140L_1190_F.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  GHRS  PG1216+069_GHRS_G140L_1273_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  GHRS  PG1216+069_GHRS_G140L_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  GHRS  PG1216+069_GHRS_G140L_1190_c.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  STIS  PG1216+069_E140M_F.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  STIS  PG1216+069_E140M_E.fits
            PG1216+069  184.83750    6.64401  0.33130     1996ApJS..104...37M  STIS  PG1216+069_E140M_c.fits

                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205lif1b.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205sic2a.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205sic1a.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205lif2b.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205lif1a.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205sic2b.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205sic1b.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205lif2a.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205lif1b_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205sic2a_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205sic1a_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205lif2b_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205lif1a_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205sic2b_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205sic1b_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  FUSE  MRK205lif2a_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  GHRS  MRK205_GHRS_G270M_2784_F.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  GHRS  MRK205_GHRS_G270M_F.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  GHRS  MRK205_GHRS_G160M_F.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  GHRS  MRK205_GHRS_G160M_1535_F.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  GHRS  MRK205_GHRS_G270M_2784_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  GHRS  MRK205_GHRS_G270M_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  GHRS  MRK205_GHRS_G160M_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  GHRS  MRK205_GHRS_G160M_1535_c.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  STIS  MRK205_STI_E140M_F.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  STIS  MRK205_STI_E140M_E.fits
                MRK205  185.43350   75.31061  0.07085     1990MNRAS.243..504A  STIS  MRK205_STI_E140M_c.fits

               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  FUSE  NGC4395lif1a.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  FUSE  NGC4395sic2b.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  FUSE  NGC4395sic1b.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  FUSE  NGC4395lif2a.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  FUSE  NGC4395lif1b.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  FUSE  NGC4395sic2a.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  FUSE  NGC4395sic1a.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  FUSE  NGC4395lif2b.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  STIS  NGC4395_ST_G140L_F.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  STIS  NGC4395_ST_E140M_F.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  STIS  NGC4395_ST_E230M_F.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  STIS  NGC4395_ST_G140L_E.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  STIS  NGC4395_ST_E140M_E.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  STIS  NGC4395_ST_E230M_E.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  STIS  NGC4395_ST_E140M_c.fits
               NGC4395  186.45408   33.54752  0.00106     1998AJ....115...62H  STIS  NGC4395_ST_E230M_c.fits

                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273sic2a.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273lif1b.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273lif2b.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273sic1a.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273sic2b.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273lif1a.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273lif2a.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273sic1b.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273sic2a_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273lif1b_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273lif2b_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273sic1a_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273sic2b_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273lif1a_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273lif2a_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  FUSE  3C273sic1b_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G270M_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G270M_2776_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G270M_2571_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1296_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1389_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1327_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1214_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1235_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1521_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1537_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1265_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1164_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1359_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1633_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1214_1426_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1521_1573_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_ECH-A_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_ECH-A_1250_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_ECH-A_1400_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G200M_1773_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G200M_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G140L_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G140L_1165_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G270M_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G270M_2776_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G270M_2571_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1296_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1389_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1327_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1214_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1235_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1521_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1537_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1265_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1164_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1359_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1633_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1214_1426_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G160M_1521_1573_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_ECH-A_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_ECH-A_1250_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_ECH-A_1400_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G200M_1773_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G200M_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G140L_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  GHRS  3C273_GHRS_G140L_1165_c.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  STIS  3C273_STIS_G750L_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  STIS  3C273_STIS_E140M_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  STIS  3C273_STIS_G430L_F.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  STIS  3C273_STIS_G750L_E.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  STIS  3C273_STIS_E140M_E.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  STIS  3C273_STIS_G430L_E.fits
                 3C273  187.27771    2.05230  0.15834     1992ApJS...83...29S  STIS  3C273_STIS_E140M_c.fits

     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  FUSE  QSO-123050+011522sic2a.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  FUSE  QSO-123050+011522lif1b.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  FUSE  QSO-123050+011522lif2b.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  FUSE  QSO-123050+011522sic1a.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  FUSE  QSO-123050+011522sic2b.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  FUSE  QSO-123050+011522lif1a.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  FUSE  QSO-123050+011522lif2a.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  FUSE  QSO-123050+011522sic1b.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  GHRS  QSO-123050+011522_GHRS_G160M_1217_F.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  GHRS  QSO-123050+011522_GHRS_G160M_F.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  GHRS  QSO-123050+011522_GHRS_G140L_F.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  GHRS  QSO-123050+011522_GHRS_G140L_1165_F.fits
     QSO-123050+011522  187.70850    1.25603  0.11700     2000A&A...358...77W  GHRS  QSO-123050+011522_GHRS_G160M_1217_c.fits
